,승인번호,차변계정과목,차변금액,적요,거래처명,프로젝트명,사용부서명,귀속월,본부명,,차변계정과목,1 월,2 월,3 월,4 월,5 월,6 월,계,검증,좌 합계,"  1,201,262,073 "
2026-02-28,93,[6210000]보험료,"104,785",2월귀속임직원산재보험료,산재보험,미디어아트센터,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-28,93,[6210000]보험료,0,2월귀속일용직산재보험료,산재보험,미디어아트센터,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-28,94,[6040000]잡급,"4,462,500",2월귀속일용직노임/장성민외6명,증평에듀팜일용노임,미디어아트센터,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-28,95,[6030000]급여,"12,345,950",2월귀속직원급여/신지선외4명_미디어아트팀,기타직원(정규직),미디어아트센터,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-28,73,[1460000]상품,"36,364",02월미디어센터위탁업장매출/에스제이앤코,에스제이앤코,미디어아트센터_기프트샵,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-28,56,[6020000]외주비,"477,272",02월위탁업장매출정산/미디어[스크린사격],(주)벤포트,미디어아트센터_뮤지엄카페,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-28,81,[1460000]상품,0,식자재및소모품(핫바원재료)미디어,화랑마트,미디어아트센터_뮤지엄카페,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-28,108,[6020000]외주비,"-477,272",2월외주업체상계/벤포트(2월매출비용상계잔액분),(주)벤포트,미디어아트센터_뮤지엄카페,,02,레저,,,,,,,,,,,,
2026-02-28,93,[6110003]복리후생비_건강보험,"332,799",2월귀속임직원건강보험료회사부담금,건강보험관리공단,사계절썰매장,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-28,93,[6110003]복리후생비_건강보험,0,2월귀속일용직건강보험료회사부담금,건강보험관리공단,사계절썰매장,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-28,93,[6170000]세금과공과금,"388,215",2월귀속임직원국민연금회사부담금,국민연금관리공단,사계절썰매장,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-28,93,[6170000]세금과공과금,0,2월귀속일용직국민연금회사부담금,국민연금관리공단,사계절썰매장,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-28,93,[6210000]보험료,"100,108",2월귀속임직원고용보험회사부담금,고용보험,사계절썰매장,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-28,93,[6210000]보험료,0,2월귀속일용직고용보험회사부담금,고용보험,사계절썰매장,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-28,93,[6210000]보험료,"74,525",2월귀속임직원산재보험료,산재보험,사계절썰매장,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-28,93,[6210000]보험료,0,2월귀속일용직산재보험료,산재보험,사계절썰매장,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-28,94,[6040000]잡급,0,2월귀속일용직노임,증평에듀팜일용노임,사계절썰매장,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-28,95,[6030000]급여,"9,899,960",2월귀속직원급여/홍세준외2명_사계절썰매,기타직원(정규직),사계절썰매장,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-28,98,[6090000]퇴직급여,"2,584,100",최태욱퇴직급여(기간:25.02.01 ~ 26.02.28),,사계절썰매장,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-28,82,[6150000]수도광열비,0,보일러(썸머랜드)사용량0(m3),동양가스,썸머랜드,Activity팀,02,레저,,,,,,,,,,,,
2026-02-28,108,[6020000]외주비,0,2월외주업체상계/썸머랜드(2월매출비용상계잔액분),락산수,썸머랜드,,02,레저,,,,,,,,,,,,
2026-02-28,59,[6150000]수도광열비,"62,285",상하수도요금/얼룩말카페,증평군상하수도사업소,얼룩말카페,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-28,76,[1460000]상품,"574,455",케이크외39,(주)하나종합물류,얼룩말카페,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-28,76,[1460000]상품,"144,300",바리스타우유,(주)하나종합물류,얼룩말카페,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-28,76,[6300000]소모품비,"20,818",일회용흰색포크 외 1품목,(주)하나종합물류,얼룩말카페,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-28,81,[1460000]상품,"138,380",판매용상품(우유)얼룩말카페,화랑마트,얼룩말카페,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-28,93,[6110003]복리후생비_건강보험,0,2월귀속임직원건강보험료회사부담금,건강보험관리공단,얼룩말카페,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-28,93,[6110003]복리후생비_건강보험,"83,680",2월귀속일용직건강보험료회사부담금,건강보험관리공단,얼룩말카페,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-28,93,[6170000]세금과공과금,0,2월귀속임직원국민연금회사부담금,국민연금관리공단,얼룩말카페,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-28,93,[6170000]세금과공과금,"136,940",2월귀속일용직국민연금회사부담금,국민연금관리공단,얼룩말카페,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-28,93,[6210000]보험료,0,2월귀속임직원고용보험회사부담금,고용보험,얼룩말카페,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-28,93,[6210000]보험료,0,2월귀속일용직고용보험회사부담금,고용보험,얼룩말카페,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-28,93,[6210000]보험료,0,2월귀속임직원산재보험료,산재보험,얼룩말카페,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-28,93,[6210000]보험료,0,2월귀속일용직산재보험료,산재보험,얼룩말카페,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-28,94,[6040000]잡급,"2,195,000",2월귀속일용직노임/조경준외1명,증평에듀팜일용노임,얼룩말카페,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-28,95,[6030000]급여,0,2월귀속직원급여,기타직원(정규직),얼룩말카페,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-28,29,[6160000]전력비,"-35,809",1월회전그네사용량(202kWh)_뉴스타피아,한국전력공사,회전그네,레저사업본부,02,레저,,,,,,,,,,,,
2026-03-02,6,[6310000]지급수수료,"4,718,000",빨간모자소녀와 늑대외 매직파티 2월3월1일 공연+,날개아트컴퍼니,미디어아트_벨포레홀,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-02,7,[6310000]지급수수료,"-4,718,000",빨간모자소녀와 늑대외 매직파티 2월3월1일 공연-,날개아트컴퍼니,미디어아트_벨포레홀,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-02,8,[6310000]지급수수료,"4,683,000",02월벨포레홀 뮤지컬 공연비(26년2월7일~3월1일),날개아트컴퍼니,미디어아트_벨포레홀,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-02,5,[6310000]지급수수료,"2,000,000","3월미디어아트2번방공간연출및포토존설치선급금40%/(전체￦5,500,000)",날개아트컴퍼니,미디어아트센터,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-03,22,[6140000]통신비,"50,000",ser앱안드로이드개발및테스트용(디지털지원팀/4781),에스케이텔레콤(주),디지털지원팀,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-03,22,[6140000]통신비,"39,091",ser앱애플개발및테스트용(디지털지원팀/4784),에스케이텔레콤(주),디지털지원팀,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-03,25,[6310000]지급수수료,"1,200,000",02월#4가압장오수관로역류로인한천공작업,국민하수구막힘 싱크대막힘 변기막힘 고압세척,마리나,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-03,22,[6140000]통신비,"30,000",고객응대(액티비티/3825),에스케이텔레콤(주),마운틴카트,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-03,29,[6300000]소모품비,"116,363",03월목장팀/승마용품［마방굴레］2개구매,토스페이먼츠(주),목장/체험,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-03,32,[6310000]지급수수료,"277,000",03월목장팀/양털갂이구매통관관세,관세（인터넷납부）,목장/체험,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-03,33,[6300000]소모품비,"44,818",03월부서별배너제작/목장팀4개,네이버파이낸셜주식회사,목장/체험,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-03,39,[6300000]소모품비,"1,591,357",03월목장팀2월양털갂이구매부가세,인천공항세관,목장/체험,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-03,39,[6300000]소모품비,"-1,591,357",03월목장팀2월양털갂이구매부가세,인천공항세관,목장/체험,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-03,30,[1460000]상품,"196,555",03월미디어/뮤지엄카페판매용상품뽀로로외6종,한국정보통신（주）,미디어아트센터_뮤지엄카페,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-03,23,[6140000]통신비,"75,750",얼룩말카페,에스케이브로드밴드(주),얼룩말카페,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-04,35,[6300000]소모품비,"762,727",03월레저사업본부/벨포레가든음향장비/앰프2개,Ｇ마켓,레저사업본부,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-04,36,[6300000]소모품비,"401,818",03월레저사업본부/벨포레가든음향장비/야외스피커17개,한국정보통신（주）,레저사업본부,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-04,21,[6300000]소모품비,"95,454",03월Activity/네트워크공구어댑터10개,네이버파이낸셜주식회사,마운틴카트,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-04,23,[6300000]소모품비,"29,545",03월Activity/네트워크공구구매,네이버파이낸셜주식회사,마운틴카트,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-04,24,[6300000]소모품비,"56,818",03월Activity/네트워크공구어댑터10개,옥션,마운틴카트,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-04,14,[6300000]소모품비,"734,090",03월목장팀/개사료10개/안내아크릴판5개,네이버파이낸셜주식회사,목장/체험,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-04,17,[6300000]소모품비,"276,000",03월목장팀/승마용품［말안장］구매,Ｇ마켓,목장/체험,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-04,18,[6300000]소모품비,"-14,772",03월부서별포맥스제작/목장팀2개,네이버파이낸셜주식회사,목장/체험,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-04,19,[6300000]소모품비,"47,045",03월부서별포맥스제작/목장팀2개,네이버파이낸셜주식회사,목장/체험,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-04,32,[6140000]통신비,"5,000",03월목장앵무새자판기카드단말기통신요금,(주)LG유플러스,목장/체험,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-04,22,[6300000]소모품비,"127,272",03월미디어/벨포레홀아동용보조의자10개,11번가이상호,미디어아트_벨포레홀,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-04,34,[6260000]도서인쇄비,"57,000",03월_부서별배너및인쇄비용/벨포레홀_어린이 공연 배너_2가지 시안,토스페이먼츠(주),미디어아트_벨포레홀,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-04,16,[6300000]소모품비,"21,545",03월미디어/렌즈클리어3개,옥션,미디어아트센터,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-05,14,[6140000]통신비,"33,637",놀이동산QR체크용단말기통신료_4376,(주)케이티,놀이동산,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-05,14,[6140000]통신비,"33,637",놀이동산QR체크용단말기통신료_4314,(주)케이티,놀이동산,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-05,14,[6140000]통신비,"33,637",디지털지원팀/업무용단말기통신료_4328,(주)케이티,디지털지원팀,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-05,24,[6110000]복리후생비,"107,281",딜리버리 앱 기획 야근 후 팀장 격려 부서 회식,증평　시골생고기,레저사업본부,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-05,25,[6120000]여비교통비,"30,000",사내 업무 이동 및 현장 점검용 차량 주유,음성（남이방향）주유,레저사업본부,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-05,16,[6190000]지급임차료,"49,510",정수기렌탈료/엑티비티(마운틴매표소외1)총2대,SK매직(주)->SK인텔릭스(주),마운틴카트,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-05,11,[6310000]지급수수료,"2,000",02월목장앵무새먹이자판기카드단말기대금,한동정보통신,목장/체험,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-05,21,[6300000]소모품비,"121,818",03월목장팀/말훈련용채찍2개,한국정보통신（주）,목장/체험,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-05,14,[6140000]통신비,"33,637",놀이동산QR체크용단말기통신료_4367,(주)케이티,미니골프,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-05,16,[6190000]지급임차료,"49,510",정수기렌탈료/미디어아트(1층유아실외1)총2대,SK매직(주)->SK인텔릭스(주),미디어아트센터,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-05,20,[1460000]상품,"155,233",03월미디어아트기프트샵판매용장난감구매/말랑모찌외10종구매,토스페이먼츠(주),미디어아트센터_기프트샵,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-06,20,[6300000]소모품비,"143,636",03월디지털지원팀무선공유기2개,아리아퍼니처,디지털지원팀,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-06,30,[6300000]소모품비,"209,167",03월마운틴카트/전기고카트BSR모터엔코더2개,PAYPAL *BSR BSR        35314369001   LVA,마운틴카트,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-06,18,[6300000]소모품비,"34,272",03월미디어아트/배너제작4개,네이버파이낸셜주식회사,미디어아트센터,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-06,23,[6140000]통신비,"35,000",미디어아트센터외고객용인터넷사용료,(주)케이티,미디어아트센터,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-06,28,[1460000]상품,"24,000",03월얼룩말카페판매용상품/캐모마일30개입4개,아리아퍼니처,얼룩말카페,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-07,7,[6310000]지급수수료,"16,800",통신망 테스트 수수료,나이스정보통신,레저사업본부,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-07,10,[6300000]소모품비,"21,636",03월미디어아트/벨포레가든음향시스템연결케이블2개,한국정보통신（주）,미디어아트센터,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-07,8,[6260000]도서인쇄비,"31,345",03월_부서별배너및인쇄비용/미디어아트센터 간판,토스페이먼츠(주),미디어아트센터,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-08,4,[6110000]복리후생비,"146,363",현장 운영 업무협조를 위한 타부서 팀장 간담회 및 석식,증평곱창충전소,레저사업본부,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-08,5,[6110000]복리후생비,"37,274",마리나클럽 현장 지원 사내 작업 후 팀장 격려 중식,큰손짬뽕,레저사업본부,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-09,20,[6260000]도서인쇄비,"31,345",03월_부서별배너및인쇄비용/사계절썰매 현수막,토스페이먼츠(주),사계절썰매장,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-10,48,[6190000]지급임차료,"432,900","02월스타리아4WD11인승전체:￦36,122,940)/60회중54회차",현대캐피탈,마운틴카트,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-10,43,[6300000]소모품비,"24,727",03월목장팀/이정표포맥스양면1개구매,네이버파이낸셜주식회사,목장/체험,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-10,44,[6300000]소모품비,"315,464",3월목장팀/아기사랑앵무이유식먹이브랜드별4종구매,한국정보통신（주）,목장/체험,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-10,45,[6300000]소모품비,"90,090",03월목장팀/리틀팜안전문휀스구매,네이버파이낸셜주식회사,목장/체험,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-10,46,[6300000]소모품비,"198,636",03월목장팀/앵무새장입구차단막구매,네이버파이낸셜주식회사,목장/체험,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-10,54,[6300000]소모품비,"-3,236",03월목장팀/앵무새장입구차단막구매,네이버파이낸셜주식회사,목장/체험,레저사업본부,03,레저,,,,,,,,,,,,
2026-03-10,58,[6190000]지급임차료,"11,745",정수기렌탈료/목장유아휴게실1대,웅진코웨이(주),목장/체험,레저사업본부,03,레저,,,,,,,,,,,,
